,Survived,Pclass,SibSp,Parch,Single,SmallF,MedF,LargeF,Sex_code,Embarked_code,Title_code,AgeBin_code,FareBin_code,AClassBin_code
461,0,3,0,0,1,0,0,0,1,2,2,2,1,4
462,0,1,0,0,1,0,0,0,1,2,2,2,3,1
463,0,2,0,0,1,0,0,0,1,2,2,2,1,4
464,0,3,0,0,1,0,0,0,1,2,2,1,1,3
465,0,3,0,0,1,0,0,0,1,2,2,2,0,4
466,0,2,0,0,1,0,0,0,1,2,2,1,0,2
467,0,1,0,0,1,0,0,0,1,2,2,3,2,2
468,0,3,0,0,1,0,0,0,1,1,2,1,0,3
469,1,3,2,1,0,0,1,0,0,0,1,0,2,0
470,0,3,0,0,1,0,0,0,1,2,2,1,0,3
471,0,3,0,0,1,0,0,0,1,2,2,2,1,4
472,1,2,1,2,0,0,1,0,0,2,3,2,2,2
473,1,2,0,0,1,0,0,0,0,0,3,1,1,1
474,0,3,0,0,1,0,0,0,0,2,1,1,1,2
475,0,1,0,0,1,0,0,0,1,2,2,1,3,0
476,0,2,1,0,0,1,0,0,1,2,2,2,2,2
477,0,3,1,0,0,1,0,0,1,2,2,1,0,4
478,0,3,0,0,1,0,0,0,1,2,2,1,0,2
479,1,3,0,1,0,1,0,0,0,2,1,0,1,0
480,0,3,5,2,0,0,0,1,1,2,0,0,3,0
481,0,2,0,0,1,0,0,0,1,2,2,1,0,2
482,0,3,0,0,1,0,0,0,1,2,2,3,1,4
483,1,3,0,0,1,0,0,0,0,2,3,3,1,4
484,1,1,1,0,0,1,0,0,1,0,2,1,3,0
485,0,3,3,1,0,0,0,1,0,2,1,1,2,3
486,1,1,1,0,0,1,0,0,0,2,3,2,3,0
487,0,1,0,0,1,0,0,0,1,0,2,3,2,2
488,0,3,0,0,1,0,0,0,1,2,2,1,1,4
489,1,3,1,1,0,0,1,0,1,2,0,0,2,0
490,0,3,1,0,0,1,0,0,1,2,2,1,2,3
491,0,3,0,0,1,0,0,0,1,2,2,1,0,2
492,0,1,0,0,1,0,0,0,1,2,2,3,2,1
493,0,1,0,0,1,0,0,0,1,0,2,4,3,2
494,0,3,0,0,1,0,0,0,1,2,2,1,1,2
495,0,3,0,0,1,0,0,0,1,0,2,1,2,3
496,1,1,1,0,0,1,0,0,0,0,1,3,3,1
497,0,3,0,0,1,0,0,0,1,2,2,1,2,3
498,0,1,1,2,0,0,1,0,0,2,3,1,3,0
499,0,3,0,0,1,0,0,0,1,2,2,1,0,2
500,0,3,0,0,1,0,0,0,1,2,2,1,1,1
501,0,3,0,0,1,0,0,0,0,1,1,1,0,2
502,0,3,0,0,1,0,0,0,0,1,1,1,0,3
503,0,3,0,0,1,0,0,0,0,2,1,2,1,4
504,1,1,0,0,1,0,0,0,0,2,1,0,3,0
505,0,1,1,0,0,1,0,0,1,0,2,1,3,0
506,1,2,0,2,0,0,1,0,0,2,3,2,2,2
507,1,1,0,0,1,0,0,0,1,2,2,1,2,0
508,0,3,0,0,1,0,0,0,1,2,2,1,2,3
509,1,3,0,0,1,0,0,0,1,2,2,1,3,3
510,1,3,0,0,1,0,0,0,1,1,2,1,0,4
511,0,3,0,0,1,0,0,0,1,2,2,1,1,3
512,1,1,0,0,1,0,0,0,1,2,2,2,2,1
513,1,1,1,0,0,1,0,0,0,0,3,3,3,1
514,0,3,0,0,1,0,0,0,1,2,2,1,0,2
515,0,1,0,0,1,0,0,0,1,2,2,2,3,1
516,1,2,0,0,1,0,0,0,0,2,3,2,1,2
517,0,3,0,0,1,0,0,0,1,1,2,1,2,3
518,1,2,1,0,0,1,0,0,0,2,3,2,2,2
519,0,3,0,0,1,0,0,0,1,2,2,1,0,4
520,1,1,0,0,1,0,0,0,0,2,1,1,3,0
521,0,3,0,0,1,0,0,0,1,2,2,1,0,2
522,0,3,0,0,1,0,0,0,1,0,2,1,0,3
523,1,1,0,1,0,1,0,0,0,0,3,2,3,1
524,0,3,0,0,1,0,0,0,1,0,2,1,0,3
525,0,3,0,0,1,0,0,0,1,1,2,2,0,4
526,1,2,0,0,1,0,0,0,0,2,1,3,1,4
527,0,1,0,0,1,0,0,0,1,2,2,1,3,0
528,0,3,0,0,1,0,0,0,1,2,2,2,1,4
529,0,2,2,1,0,0,1,0,1,2,2,1,1,1
530,1,2,1,1,0,0,1,0,0,2,1,0,2,0
531,0,3,0,0,1,0,0,0,1,0,2,1,0,3
532,0,3,1,1,0,0,1,0,1,0,2,1,0,1
533,1,3,0,2,0,0,1,0,0,0,3,1,2,3
534,0,3,0,0,1,0,0,0,0,2,1,1,1,4
535,1,2,0,2,0,0,1,0,0,2,1,0,2,0
536,0,1,0,0,1,0,0,0,1,2,4,2,2,1
537,1,1,0,0,1,0,0,0,0,0,1,1,3,0
538,0,3,0,0,1,0,0,0,1,2,2,1,2,3
539,1,1,0,2,0,0,1,0,0,0,1,1,3,0
540,1,1,0,2,0,0,1,0,0,2,1,2,3,1
541,0,3,4,2,0,0,0,1,0,2,1,0,3,0
542,0,3,4,2,0,0,0,1,0,2,1,0,3,0
543,1,2,1,0,0,1,0,0,1,2,2,1,2,2
544,0,1,1,0,0,1,0,0,1,0,2,3,3,1
545,0,1,0,0,1,0,0,0,1,2,2,3,2,2
546,1,2,1,0,0,1,0,0,0,2,3,1,2,1
547,1,2,0,0,1,0,0,0,1,0,2,1,1,2
548,0,3,1,1,0,0,1,0,1,2,2,2,2,4
549,1,2,1,1,0,0,1,0,1,2,0,0,3,0
550,1,1,0,2,0,0,1,0,1,0,2,1,3,0
551,0,2,0,0,1,0,0,0,1,2,2,1,2,1
552,0,3,0,0,1,0,0,0,1,1,2,1,0,3
553,1,3,0,0,1,0,0,0,1,0,2,1,0,2
554,1,3,0,0,1,0,0,0,0,2,1,1,0,2
555,0,1,0,0,1,0,0,0,1,2,2,3,2,2
556,1,1,1,0,0,1,0,0,0,0,4,2,3,1
557,0,1,0,0,1,0,0,0,1,0,2,1,3,0
558,1,1,1,1,0,0,1,0,0,2,3,2,3,1
559,1,3,1,0,0,1,0,0,0,2,3,2,2,4
560,0,3,0,0,1,0,0,0,1,1,2,1,0,3
561,0,3,0,0,1,0,0,0,1,2,2,2,0,4
562,0,2,0,0,1,0,0,0,1,2,2,1,1,2
563,0,3,0,0,1,0,0,0,1,2,2,1,1,3
564,0,3,0,0,1,0,0,0,0,2,1,1,1,3
565,0,3,2,0,0,0,1,0,1,2,2,1,2,2
566,0,3,0,0,1,0,0,0,1,2,2,1,0,2
567,0,3,0,4,0,0,0,1,0,2,3,1,2,4
568,0,3,0,0,1,0,0,0,1,0,2,1,0,3
569,1,3,0,0,1,0,0,0,1,2,2,1,0,4
570,1,2,0,0,1,0,0,0,1,2,2,3,1,4
571,1,1,2,0,0,0,1,0,0,2,3,3,3,1
572,1,1,0,0,1,0,0,0,1,2,2,2,2,1
573,1,3,0,0,1,0,0,0,0,1,1,1,0,3
574,0,3,0,0,1,0,0,0,1,2,2,0,1,1
575,0,3,0,0,1,0,0,0,1,2,2,1,2,2
576,1,2,0,0,1,0,0,0,0,2,1,2,1,2
577,1,1,1,0,0,1,0,0,0,2,3,2,3,1
578,0,3,1,0,0,1,0,0,0,0,3,1,2,3
579,1,3,0,0,1,0,0,0,1,2,2,1,1,4
580,1,2,1,1,0,0,1,0,0,2,1,1,2,1
581,1,1,1,1,0,0,1,0,0,0,3,2,3,1
582,0,2,0,0,1,0,0,0,1,2,2,3,2,4
583,0,1,0,0,1,0,0,0,1,0,2,2,3,1
584,0,3,0,0,1,0,0,0,1,0,2,1,1,3
585,1,1,0,2,0,0,1,0,0,2,1,1,3,0
586,0,2,0,0,1,0,0,0,1,2,2,2,2,4
587,1,1,1,1,0,0,1,0,1,0,2,3,3,2
588,0,3,0,0,1,0,0,0,1,2,2,1,1,2
589,0,3,0,0,1,0,0,0,1,2,2,1,1,3
590,0,3,0,0,1,0,0,0,1,2,2,2,0,4
591,1,1,1,0,0,1,0,0,0,0,3,3,3,1
592,0,3,0,0,1,0,0,0,1,2,2,2,0,4
593,0,3,0,2,0,0,1,0,0,1,1,1,0,3
594,0,2,1,0,0,1,0,0,1,2,2,2,2,3
595,0,3,1,1,0,0,1,0,1,2,2,2,2,4
596,1,2,0,0,1,0,0,0,0,2,1,1,3,2
597,0,3,0,0,1,0,0,0,1,2,2,3,0,4
598,0,3,0,0,1,0,0,0,1,0,2,1,0,3
599,1,1,1,0,0,1,0,0,1,0,4,3,3,1
600,1,2,2,1,0,0,1,0,0,2,3,1,2,1
601,0,3,0,0,1,0,0,0,1,2,2,1,0,3
602,0,1,0,0,1,0,0,0,1,2,2,1,3,0
603,0,3,0,0,1,0,0,0,1,2,2,2,1,4
604,1,1,0,0,1,0,0,0,1,0,2,2,2,0
605,0,3,1,0,0,1,0,0,1,2,2,2,2,4
606,0,3,0,0,1,0,0,0,1,2,2,1,0,4
607,1,1,0,0,1,0,0,0,1,2,2,1,2,0
608,1,2,1,2,0,0,1,0,0,0,3,1,3,1
609,1,1,0,0,1,0,0,0,0,2,1,2,3,1
610,0,3,1,5,0,0,0,1,0,2,3,2,3,4
611,0,3,0,0,1,0,0,0,1,2,2,1,0,3
612,1,3,1,0,0,1,0,0,0,1,1,1,2,3
613,0,3,0,0,1,0,0,0,1,1,2,1,0,3
614,0,3,0,0,1,0,0,0,1,2,2,2,1,4
615,1,2,1,2,0,0,1,0,0,2,1,1,3,1
616,0,3,1,1,0,0,1,0,1,2,2,2,1,4
617,0,3,1,0,0,1,0,0,0,2,3,1,2,3
618,1,2,2,1,0,0,1,0,0,2,1,0,3,0
619,0,2,0,0,1,0,0,0,1,2,2,1,1,1
620,0,3,1,0,0,1,0,0,1,0,2,1,1,3
621,1,1,1,0,0,1,0,0,1,2,2,2,3,1
622,1,3,1,1,0,0,1,0,1,0,2,1,2,2
623,0,3,0,0,1,0,0,0,1,2,2,1,0,2
624,0,3,0,0,1,0,0,0,1,2,2,1,2,2
625,0,1,0,0,1,0,0,0,1,2,2,3,3,2
626,0,2,0,0,1,0,0,0,1,1,4,3,1,4
627,1,1,0,0,1,0,0,0,0,2,1,1,3,0
628,0,3,0,0,1,0,0,0,1,2,2,1,0,3
629,0,3,0,0,1,0,0,0,1,1,2,1,0,3
630,1,1,0,0,1,0,0,0,1,2,2,4,2,3
631,0,3,0,0,1,0,0,0,1,2,2,3,0,4
632,1,1,0,0,1,0,0,0,1,0,4,1,2,0
633,0,1,0,0,1,0,0,0,1,2,2,1,0,0
634,0,3,3,2,0,0,0,1,0,2,1,0,2,0
635,1,2,0,0,1,0,0,0,0,2,1,1,1,2
636,0,3,0,0,1,0,0,0,1,2,2,1,1,4
637,0,2,1,1,0,0,1,0,1,2,2,1,2,2
638,0,3,0,5,0,0,0,1,0,2,3,2,3,4
639,0,3,1,0,0,1,0,0,1,2,2,1,2,3
640,0,3,0,0,1,0,0,0,1,2,2,1,0,2
641,1,1,0,0,1,0,0,0,0,0,1,1,3,0
642,0,3,3,2,0,0,0,1,0,2,1,0,2,0
643,1,3,0,0,1,0,0,0,1,2,2,1,3,3
644,1,3,2,1,0,0,1,0,0,0,1,0,2,0
645,1,1,1,0,0,1,0,0,1,0,2,2,3,1
646,0,3,0,0,1,0,0,0,1,2,2,1,0,2
647,1,1,0,0,1,0,0,0,1,0,4,3,3,2
648,0,3,0,0,1,0,0,0,1,2,2,1,0,3
649,1,3,0,0,1,0,0,0,0,2,1,1,0,2
650,0,3,0,0,1,0,0,0,1,2,2,1,0,3
651,1,2,0,1,0,1,0,0,0,2,1,1,2,1
652,0,3,0,0,1,0,0,0,1,2,2,1,1,2
653,1,3,0,0,1,0,0,0,0,1,1,1,0,3
654,0,3,0,0,1,0,0,0,0,1,1,1,0,1
655,0,2,2,0,0,0,1,0,1,2,2,1,3,1
656,0,3,0,0,1,0,0,0,1,2,2,1,0,3
657,0,3,1,1,0,0,1,0,0,1,3,1,2,4
658,0,2,0,0,1,0,0,0,1,2,2,1,1,1
659,0,1,0,2,0,0,1,0,1,0,2,3,3,2
660,1,1,2,0,0,0,1,0,1,2,4,3,3,1
661,0,3,0,0,1,0,0,0,1,0,2,2,0,4
662,0,1,0,0,1,0,0,0,1,2,2,2,2,1
663,0,3,0,0,1,0,0,0,1,2,2,2,0,4
664,1,3,1,0,0,1,0,0,1,2,2,1,1,2
665,0,2,2,0,0,0,1,0,1,2,2,1,3,2
666,0,2,0,0,1,0,0,0,1,2,2,1,1,1
667,0,3,0,0,1,0,0,0,1,2,2,1,0,3
668,0,3,0,0,1,0,0,0,1,2,2,2,1,4
669,1,1,1,0,0,1,0,0,0,2,3,1,3,0
670,1,2,1,1,0,0,1,0,0,2,3,2,3,3
671,0,1,1,0,0,1,0,0,1,2,2,1,3,0
672,0,2,0,0,1,0,0,0,1,2,2,4,1,4
673,1,2,0,0,1,0,0,0,1,2,2,1,1,2
674,0,2,0,0,1,0,0,0,1,2,2,1,0,2
675,0,3,0,0,1,0,0,0,1,2,2,1,0,1
676,0,3,0,0,1,0,0,0,1,2,2,1,1,3
677,1,3,0,0,1,0,0,0,0,2,1,1,1,1
678,0,3,1,6,0,0,0,1,0,2,3,2,3,4
679,1,1,0,1,0,1,0,0,1,0,2,2,3,1
680,0,3,0,0,1,0,0,0,0,1,1,1,1,3
681,1,1,0,0,1,0,0,0,1,0,2,1,3,0
682,0,3,0,0,1,0,0,0,1,2,2,1,1,2
683,0,3,5,2,0,0,0,1,1,2,2,0,3,1
684,0,2,1,1,0,0,1,0,1,2,2,3,3,4
685,0,2,1,2,0,0,1,0,1,0,2,1,3,1
686,0,3,4,1,0,0,0,1,1,2,2,0,3,1
687,0,3,0,0,1,0,0,0,1,2,2,1,1,2
688,0,3,0,0,1,0,0,0,1,2,2,1,0,1
689,1,1,0,1,0,1,0,0,0,2,1,0,3,0
690,1,1,1,0,0,1,0,0,1,2,2,1,3,0
691,1,3,0,1,0,1,0,0,0,0,1,0,1,0
692,1,3,0,0,1,0,0,0,1,2,2,1,3,3
693,0,3,0,0,1,0,0,0,1,0,2,1,0,3
694,0,1,0,0,1,0,0,0,1,2,4,3,2,2
695,0,2,0,0,1,0,0,0,1,2,2,3,1,4
696,0,3,0,0,1,0,0,0,1,2,2,2,1,4
697,1,3,0,0,1,0,0,0,0,1,1,1,0,3
698,0,1,1,1,0,0,1,0,1,0,2,3,3,1
699,0,3,0,0,1,0,0,0,1,2,2,2,0,4
700,1,1,1,0,0,1,0,0,0,0,3,1,3,0
701,1,1,0,0,1,0,0,0,1,2,2,2,2,0
702,0,3,0,1,0,1,0,0,0,0,1,1,1,1
703,0,3,0,0,1,0,0,0,1,1,2,1,0,3
704,0,3,1,0,0,1,0,0,1,2,2,1,0,3
705,0,2,0,0,1,0,0,0,1,2,2,2,2,3
706,1,2,0,0,1,0,0,0,0,2,3,2,1,4
707,1,1,0,0,1,0,0,0,1,2,2,2,2,1
708,1,1,0,0,1,0,0,0,0,2,1,1,3,0
709,1,3,1,1,0,0,1,0,1,0,0,1,2,3
710,1,1,0,0,1,0,0,0,0,0,1,1,3,0
711,0,1,0,0,1,0,0,0,1,2,2,1,2,0
712,1,1,1,0,0,1,0,0,1,2,2,2,3,1
713,0,3,0,0,1,0,0,0,1,2,2,1,1,4
714,0,2,0,0,1,0,0,0,1,2,2,3,1,4
715,0,3,0,0,1,0,0,0,1,2,2,1,0,2
716,1,1,0,0,1,0,0,0,0,0,1,2,3,1
717,1,2,0,0,1,0,0,0,0,2,1,1,1,1
718,0,3,0,0,1,0,0,0,1,1,2,1,2,3
719,0,3,0,0,1,0,0,0,1,2,2,2,0,4
720,1,2,0,1,0,1,0,0,0,2,1,0,3,0
721,0,3,1,0,0,1,0,0,1,2,2,1,0,1
722,0,2,0,0,1,0,0,0,1,2,2,2,1,2
723,0,2,0,0,1,0,0,0,1,2,2,3,1,4
724,1,1,1,0,0,1,0,0,1,2,2,1,3,0
725,0,3,0,0,1,0,0,0,1,2,2,1,1,2
726,1,2,3,0,0,0,1,0,0,2,3,1,2,2
727,1,3,0,0,1,0,0,0,0,1,1,1,0,3
728,0,2,1,0,0,1,0,0,1,2,2,1,2,1
729,0,3,1,0,0,1,0,0,0,2,1,1,1,3
730,1,1,0,0,1,0,0,0,0,2,1,1,3,0
731,0,3,0,0,1,0,0,0,1,0,2,0,2,0
732,0,2,0,0,1,0,0,0,1,2,2,1,0,2
733,0,2,0,0,1,0,0,0,1,2,2,1,1,1
734,0,2,0,0,1,0,0,0,1,2,2,1,1,1
735,0,3,0,0,1,0,0,0,1,2,2,1,2,4
736,0,3,1,3,0,0,0,1,0,2,3,2,3,4
737,1,1,0,0,1,0,0,0,1,0,2,2,3,0
738,0,3,0,0,1,0,0,0,1,2,2,1,0,3
739,0,3,0,0,1,0,0,0,1,2,2,1,0,3
740,1,1,0,0,1,0,0,0,1,2,2,1,2,0
741,0,1,1,0,0,1,0,0,1,2,2,2,3,1
742,1,1,2,2,0,0,0,1,0,0,1,1,3,0
743,0,3,1,0,0,1,0,0,1,2,2,1,2,2
744,1,3,0,0,1,0,0,0,1,2,2,1,1,4
745,0,1,1,1,0,0,1,0,1,2,4,4,3,2
746,0,3,1,1,0,0,1,0,1,2,2,0,2,1
747,1,2,0,0,1,0,0,0,0,2,1,1,1,2
748,0,1,1,0,0,1,0,0,1,2,2,1,3,0
749,0,3,0,0,1,0,0,0,1,1,2,1,0,4
750,1,2,1,1,0,0,1,0,0,2,1,0,2,0
751,1,3,0,1,0,1,0,0,1,2,0,0,1,0
752,0,3,0,0,1,0,0,0,1,2,2,2,1,4
753,0,3,0,0,1,0,0,0,1,2,2,1,0,2
754,1,2,1,2,0,0,1,0,0,2,3,2,3,4
755,1,2,1,1,0,0,1,0,1,2,0,0,2,0
756,0,3,0,0,1,0,0,0,1,2,2,1,0,3
757,0,2,0,0,1,0,0,0,1,2,2,1,1,1
758,0,3,0,0,1,0,0,0,1,2,2,2,1,4
759,1,1,0,0,1,0,0,0,0,2,4,2,3,0
760,0,3,0,0,1,0,0,0,1,2,2,1,2,3
761,0,3,0,0,1,0,0,0,1,2,2,2,0,4
762,1,3,0,0,1,0,0,0,1,0,2,1,0,2
763,1,1,1,2,0,0,1,0,0,2,3,2,3,1
764,0,3,0,0,1,0,0,0,1,2,2,0,0,1
765,1,1,1,0,0,1,0,0,0,2,3,3,3,1
766,0,1,0,0,1,0,0,0,1,0,4,1,3,0
767,0,3,0,0,1,0,0,0,0,1,1,1,0,4
768,0,3,1,0,0,1,0,0,1,1,2,1,2,3
769,0,3,0,0,1,0,0,0,1,2,2,1,1,4
770,0,3,0,0,1,0,0,0,1,2,2,1,1,2
771,0,3,0,0,1,0,0,0,1,2,2,2,0,4
772,0,2,0,0,1,0,0,0,0,2,3,3,1,4
773,0,3,0,0,1,0,0,0,1,0,2,1,0,3
774,1,2,1,3,0,0,0,1,0,2,3,3,2,4
775,0,3,0,0,1,0,0,0,1,2,2,1,0,1
776,0,3,0,0,1,0,0,0,1,1,2,1,0,3
777,1,3,0,0,1,0,0,0,0,2,1,0,1,0
778,0,3,0,0,1,0,0,0,1,1,2,1,0,3
779,1,1,0,1,0,1,0,0,0,2,3,2,3,1
780,1,3,0,0,1,0,0,0,0,0,1,0,0,1
781,1,1,1,0,0,1,0,0,0,2,3,1,3,0
782,0,1,0,0,1,0,0,0,1,2,2,1,2,0
783,0,3,1,2,0,0,1,0,1,2,2,1,2,3
784,0,3,0,0,1,0,0,0,1,2,2,1,0,3
785,0,3,0,0,1,0,0,0,1,2,2,1,0,3
786,1,3,0,0,1,0,0,0,0,2,1,1,0,1
787,0,3,4,1,0,0,0,1,1,1,0,0,2,0
788,1,3,1,2,0,0,1,0,1,2,0,0,2,0
789,0,1,0,0,1,0,0,0,1,0,2,2,3,1
790,0,3,0,0,1,0,0,0,1,1,2,1,0,3
791,0,2,0,0,1,0,0,0,1,2,2,0,2,0
792,0,3,8,2,0,0,0,1,0,2,1,1,3,3
793,0,1,0,0,1,0,0,0,1,0,2,1,2,0
794,0,3,0,0,1,0,0,0,1,2,2,1,0,3
795,0,2,0,0,1,0,0,0,1,2,2,2,1,3
796,1,1,0,0,1,0,0,0,0,2,4,3,2,1
797,1,3,0,0,1,0,0,0,0,2,3,1,1,4
798,0,3,0,0,1,0,0,0,1,0,2,1,0,4
799,0,3,1,1,0,0,1,0,0,2,3,1,2,4
800,0,2,0,0,1,0,0,0,1,2,2,2,1,2
801,1,2,1,1,0,0,1,0,0,2,3,1,2,2
802,1,1,1,2,0,0,1,0,1,2,0,0,3,0
803,1,3,0,1,0,1,0,0,1,0,0,0,1,0
804,1,3,0,0,1,0,0,0,1,2,2,1,0,3
805,0,3,0,0,1,0,0,0,1,2,2,1,0,4
806,0,1,0,0,1,0,0,0,1,2,2,2,0,1
807,0,3,0,0,1,0,0,0,0,2,1,1,0,1
808,0,2,0,0,1,0,0,0,1,2,2,2,1,3
809,1,1,1,0,0,1,0,0,0,2,3,2,3,0
810,0,3,0,0,1,0,0,0,1,2,2,1,0,3
811,0,3,0,0,1,0,0,0,1,2,2,2,2,4
812,0,2,0,0,1,0,0,0,1,2,2,2,1,2
813,0,3,4,2,0,0,0,1,0,2,1,0,3,0
814,0,3,0,0,1,0,0,0,1,2,2,1,1,4
815,0,1,0,0,1,0,0,0,1,2,2,1,0,0
816,0,3,0,0,1,0,0,0,0,2,1,1,1,2
817,0,2,1,1,0,0,1,0,1,0,2,1,3,2
818,0,3,0,0,1,0,0,0,1,2,2,2,0,4
819,0,3,3,2,0,0,0,1,1,2,0,0,2,0
820,1,1,1,1,0,0,1,0,0,2,3,3,3,1
821,1,3,0,0,1,0,0,0,1,2,2,1,1,3
822,0,1,0,0,1,0,0,0,1,2,4,2,0,1
823,1,3,0,1,0,1,0,0,0,2,3,1,1,3
824,0,3,4,1,0,0,0,1,1,2,0,0,3,0
825,0,3,0,0,1,0,0,0,1,1,2,1,0,3
826,0,3,0,0,1,0,0,0,1,2,2,1,3,3
827,1,2,0,2,0,0,1,0,1,0,0,0,3,0
828,1,3,0,0,1,0,0,0,1,1,2,1,0,3
829,1,1,0,0,1,0,0,0,0,2,3,3,3,2
830,1,3,1,0,0,1,0,0,0,0,3,0,1,1
831,1,2,1,1,0,0,1,0,1,2,0,0,2,0
832,0,3,0,0,1,0,0,0,1,0,2,1,0,3
833,0,3,0,0,1,0,0,0,1,2,2,1,0,2
834,0,3,0,0,1,0,0,0,1,2,2,1,1,1
835,1,1,1,1,0,0,1,0,0,0,1,2,3,1
836,0,3,0,0,1,0,0,0,1,2,2,1,1,2
837,0,3,0,0,1,0,0,0,1,2,2,1,1,3
838,1,3,0,0,1,0,0,0,1,2,2,1,3,4
839,1,1,0,0,1,0,0,0,1,0,2,1,2,0
840,0,3,0,0,1,0,0,0,1,2,2,1,1,2
841,0,2,0,0,1,0,0,0,1,2,2,0,1,0
842,1,1,0,0,1,0,0,0,0,0,1,1,2,0
843,0,3,0,0,1,0,0,0,1,0,2,2,0,4
844,0,3,0,0,1,0,0,0,1,2,2,1,1,1
845,0,3,0,0,1,0,0,0,1,2,2,2,0,4
846,0,3,8,2,0,0,0,1,1,2,2,1,3,3
847,0,3,0,0,1,0,0,0,1,0,2,2,0,4
848,0,2,0,1,0,1,0,0,1,2,4,1,3,2
849,1,1,1,0,0,1,0,0,0,0,3,1,3,0
850,0,3,4,2,0,0,0,1,1,2,0,0,3,0
851,0,3,0,0,1,0,0,0,1,2,2,4,0,4
852,0,3,1,1,0,0,1,0,0,0,1,0,2,0
853,1,1,0,1,0,1,0,0,0,2,1,0,3,0
854,0,2,1,0,0,1,0,0,0,2,3,2,2,4
855,1,3,0,1,0,1,0,0,0,2,3,1,1,1
856,1,1,1,1,0,0,1,0,0,2,3,2,3,1
857,1,1,0,0,1,0,0,0,1,2,2,3,2,1
858,1,3,0,3,0,0,1,0,0,0,3,1,2,2
859,0,3,0,0,1,0,0,0,1,0,2,1,0,3
860,0,3,2,0,0,0,1,0,1,2,2,2,1,4
861,0,2,1,0,0,1,0,0,1,2,2,1,1,1
862,1,1,0,0,1,0,0,0,0,2,3,2,2,1
863,0,3,8,2,0,0,0,1,0,2,1,1,3,3
864,0,2,0,0,1,0,0,0,1,2,2,1,1,1
865,1,2,0,0,1,0,0,0,0,2,3,2,1,3
866,1,2,1,0,0,1,0,0,0,0,1,1,1,1
867,0,1,0,0,1,0,0,0,1,2,2,1,3,0
868,0,3,0,0,1,0,0,0,1,2,2,1,1,3
869,1,3,1,1,0,0,1,0,1,2,0,0,1,0
870,0,3,0,0,1,0,0,0,1,2,2,1,0,3
871,1,1,1,1,0,0,1,0,0,2,3,2,3,1
872,0,1,0,0,1,0,0,0,1,2,2,2,0,0
873,0,3,0,0,1,0,0,0,1,2,2,2,1,4
874,1,2,1,0,0,1,0,0,0,0,3,1,2,2
875,1,3,0,0,1,0,0,0,0,0,1,0,0,1
876,0,3,0,0,1,0,0,0,1,2,2,1,1,2
877,0,3,0,0,1,0,0,0,1,2,2,1,0,2
878,0,3,0,0,1,0,0,0,1,2,2,1,0,3
879,1,1,0,1,0,1,0,0,0,0,3,3,3,2
880,1,2,0,1,0,1,0,0,0,2,3,1,2,1
881,0,3,0,0,1,0,0,0,1,2,2,2,0,4
882,0,3,0,0,1,0,0,0,0,2,1,1,1,2
883,0,2,0,0,1,0,0,0,1,2,2,1,1,2
884,0,3,0,0,1,0,0,0,1,2,2,1,0,3
885,0,3,0,5,0,0,0,1,0,1,3,2,2,4
886,0,2,0,0,1,0,0,0,1,2,4,1,1,1
887,1,1,0,0,1,0,0,0,0,2,1,1,2,0
888,0,3,1,2,0,0,1,0,0,2,1,1,2,3
889,1,1,0,0,1,0,0,0,1,0,2,1,2,0
890,0,3,0,0,1,0,0,0,1,1,2,1,0,4
