,Survived,Pclass,Age,SibSp,Parch,Fare,Single,SmallF,MedF,LargeF,AClass,Sex_code,Embarked_code,Title_code
342,0,2,28.0,0,0,2.6390573296152584,1,0,0,0,56.0,1,2,2
343,0,2,25.0,0,0,2.6390573296152584,1,0,0,0,50.0,1,2,2
344,0,2,36.0,0,0,2.6390573296152584,1,0,0,0,72.0,1,2,2
345,1,2,24.0,0,0,2.6390573296152584,1,0,0,0,48.0,0,2,1
346,1,2,40.0,0,0,2.6390573296152584,1,0,0,0,80.0,0,2,1
347,1,3,28.0,1,0,2.8390784635086144,0,1,0,0,84.0,0,2,3
348,1,3,3.0,1,1,2.8273136219290276,0,0,1,0,9.0,1,2,0
349,0,3,42.0,0,0,2.2682524139135403,1,0,0,0,126.0,1,2,2
350,0,3,23.0,0,0,2.3248357019288655,1,0,0,0,69.0,1,2,2
351,0,1,28.0,0,0,3.58351893845611,1,0,0,0,28.0,1,2,2
352,0,3,15.0,1,1,2.1076888046179385,0,0,1,0,45.0,1,0,2
353,0,3,25.0,1,0,2.9338568698359038,0,1,0,0,75.0,1,2,2
354,0,3,28.0,0,0,2.1071782966514356,1,0,0,0,84.0,1,0,2
355,0,3,28.0,0,0,2.3513752571634776,1,0,0,0,84.0,1,2,2
356,1,1,22.0,0,1,4.02535169073515,0,1,0,0,22.0,0,2,1
357,0,2,38.0,0,0,2.6390573296152584,1,0,0,0,76.0,0,2,1
358,1,3,28.0,0,0,2.1837114628556327,1,0,0,0,84.0,0,1,1
359,1,3,28.0,0,0,2.1837114628556327,1,0,0,0,84.0,0,1,1
360,0,3,40.0,1,4,3.3638415951183864,0,0,0,1,120.0,1,2,2
361,0,2,29.0,1,0,3.357621598945279,0,1,0,0,58.0,1,0,2
362,0,3,45.0,0,1,2.737880811060884,0,1,0,0,135.0,0,0,3
363,0,3,35.0,0,0,2.0856720914304723,1,0,0,0,105.0,1,2,2
364,0,3,28.0,1,0,2.803360380906535,0,1,0,0,84.0,1,1,2
365,0,3,30.0,0,0,2.1102132003465894,1,0,0,0,90.0,1,2,2
366,1,1,60.0,1,0,4.334017415487521,0,1,0,0,60.0,0,0,3
367,1,3,28.0,0,0,2.1076888046179385,1,0,0,0,84.0,0,0,3
368,1,3,28.0,0,0,2.169053700369523,1,0,0,0,84.0,0,1,1
369,1,1,24.0,0,0,4.252771798816619,1,0,0,0,24.0,0,0,3
370,1,1,25.0,1,0,4.0332082470129285,0,1,0,0,25.0,1,0,2
371,0,3,18.0,1,0,2.0143428636837015,0,1,0,0,54.0,1,2,2
372,0,3,19.0,0,0,2.2027647577118348,1,0,0,0,57.0,1,2,2
373,0,1,22.0,0,0,4.91730069488021,1,0,0,0,22.0,1,0,2
374,0,3,3.0,3,1,3.0944457464900235,0,0,0,1,9.0,0,2,1
375,1,1,28.0,1,0,4.420896324687287,0,1,0,0,28.0,0,0,3
376,1,3,22.0,0,0,2.1102132003465894,1,0,0,0,66.0,0,2,1
377,0,1,27.0,0,2,5.358941988364472,0,0,1,0,27.0,1,0,2
378,0,3,20.0,0,0,1.6119347926326877,1,0,0,0,60.0,1,0,2
379,0,3,19.0,0,0,2.1719067693519296,1,0,0,0,57.0,1,2,2
380,1,1,42.0,0,0,5.4316456135398825,1,0,0,0,42.0,0,0,1
381,1,3,1.0,0,2,2.817902613071225,0,0,1,0,3.0,0,0,1
382,0,3,32.0,0,0,2.188856327665703,1,0,0,0,96.0,1,2,2
383,1,1,35.0,1,0,3.970291913552122,0,1,0,0,35.0,0,2,3
384,0,3,28.0,0,0,2.1855792552411137,1,0,0,0,84.0,1,2,2
385,0,2,18.0,0,0,4.310799125385514,1,0,0,0,36.0,1,2,2
386,0,3,1.0,5,2,3.8691155044168695,0,0,0,1,3.0,1,2,0
387,1,2,36.0,0,0,2.6390573296152584,1,0,0,0,72.0,0,2,1
388,0,3,28.0,0,0,2.1666737276227077,1,0,0,0,84.0,1,1,2
389,1,2,17.0,0,0,2.5649493574615367,1,0,0,0,34.0,0,0,1
390,1,1,36.0,1,2,4.795790545596741,0,0,1,0,36.0,1,2,2
391,1,3,21.0,0,0,2.174274334826008,1,0,0,0,63.0,1,2,2
392,0,3,28.0,2,0,2.188856327665703,0,0,1,0,84.0,1,2,2
393,1,1,23.0,1,0,4.738607824217808,0,1,0,0,23.0,0,0,1
394,1,3,24.0,0,2,2.8735646395797834,0,0,1,0,72.0,0,2,3
395,0,3,22.0,0,0,2.174274334826008,1,0,0,0,66.0,1,2,2
396,0,3,31.0,0,0,2.180891922715322,1,0,0,0,93.0,0,2,1
397,0,2,46.0,0,0,3.295836866004329,1,0,0,0,92.0,1,2,2
398,0,2,23.0,0,0,2.4423470353692043,1,0,0,0,46.0,1,2,4
399,1,2,28.0,0,0,2.613739521630969,1,0,0,0,56.0,0,2,3
400,1,3,39.0,0,0,2.188856327665703,1,0,0,0,117.0,1,2,2
401,0,3,26.0,0,0,2.2027647577118348,1,0,0,0,78.0,1,2,2
402,0,3,21.0,1,0,2.3818582738885534,0,1,0,0,63.0,0,2,1
403,0,3,28.0,1,0,2.8243506567983707,0,1,0,0,84.0,1,2,2
404,0,3,20.0,0,0,2.2682524139135403,1,0,0,0,60.0,0,2,1
405,0,2,34.0,1,0,3.091042453358316,0,1,0,0,68.0,1,2,2
406,0,3,51.0,0,0,2.169053700369523,1,0,0,0,153.0,1,2,2
407,1,2,3.0,1,1,2.9831534913471307,0,0,1,0,6.0,1,2,0
408,0,3,21.0,0,0,2.1719067693519296,1,0,0,0,63.0,1,2,2
409,0,3,28.0,3,1,3.275887339030031,0,0,0,1,84.0,0,2,1
410,0,3,28.0,0,0,2.1855792552411137,1,0,0,0,84.0,1,2,2
411,0,3,28.0,0,0,2.061570298060867,1,0,0,0,84.0,1,1,2
412,1,1,33.0,1,0,4.51085950651685,0,1,0,0,33.0,0,1,1
413,0,2,28.0,0,0,0.0,1,0,0,0,56.0,1,2,2
414,1,3,44.0,0,0,2.188856327665703,1,0,0,0,132.0,1,2,2
415,0,3,28.0,0,0,2.2027647577118348,1,0,0,0,84.0,0,2,3
416,1,2,34.0,1,1,3.5115454388310208,0,0,1,0,68.0,0,2,3
417,1,2,18.0,0,2,2.6390573296152584,0,0,1,0,36.0,0,2,1
418,0,2,30.0,0,0,2.6390573296152584,1,0,0,0,60.0,1,2,2
419,0,3,10.0,0,2,3.224857896545748,0,0,1,0,30.0,0,2,1
420,0,3,28.0,0,0,2.1855792552411137,1,0,0,0,84.0,1,0,2
421,0,3,21.0,0,0,2.167143305297764,1,0,0,0,63.0,1,1,2
422,0,3,29.0,0,0,2.1832383353614797,1,0,0,0,87.0,1,2,2
423,0,3,28.0,1,1,2.7343675094195836,0,0,1,0,84.0,0,2,3
424,0,3,18.0,1,1,3.0545906305603445,0,0,1,0,54.0,1,2,2
425,0,3,28.0,0,0,2.1102132003465894,1,0,0,0,84.0,1,2,2
426,1,2,28.0,1,0,3.295836866004329,0,1,0,0,56.0,0,2,3
427,1,2,19.0,0,0,3.295836866004329,1,0,0,0,38.0,0,2,1
428,0,3,28.0,0,0,2.169053700369523,1,0,0,0,84.0,1,1,2
429,1,3,32.0,0,0,2.2027647577118348,1,0,0,0,96.0,1,2,2
430,1,1,28.0,0,0,3.3160025355989236,1,0,0,0,28.0,1,2,2
431,1,3,28.0,1,0,2.8390784635086144,0,1,0,0,84.0,0,2,3
432,1,2,42.0,1,0,3.295836866004329,0,1,0,0,84.0,0,2,3
433,0,3,17.0,0,0,2.094945728215801,1,0,0,0,51.0,1,2,2
434,0,1,50.0,1,0,4.041295341132285,0,1,0,0,50.0,1,2,2
435,1,1,14.0,1,2,4.795790545596741,0,0,1,0,14.0,0,2,1
436,0,3,21.0,2,2,3.5660053559634015,0,0,0,1,63.0,0,2,1
437,1,2,24.0,2,3,2.9831534913471307,0,0,0,1,48.0,0,2,3
438,0,1,64.0,1,4,5.575949103146316,0,0,0,1,64.0,1,2,2
439,0,2,31.0,0,0,2.4423470353692043,1,0,0,0,62.0,1,2,2
440,1,2,45.0,1,1,3.305053521109253,0,0,1,0,90.0,0,2,3
441,0,3,20.0,0,0,2.3513752571634776,1,0,0,0,60.0,1,2,2
442,0,3,25.0,1,0,2.1719067693519296,0,1,0,0,75.0,1,2,2
443,1,2,28.0,0,0,2.6390573296152584,1,0,0,0,56.0,0,2,1
444,1,3,28.0,0,0,2.2096470973347766,1,0,0,0,84.0,1,2,2
445,1,1,4.0,0,2,4.417131919904876,0,0,1,0,4.0,1,2,0
446,1,2,13.0,0,1,3.0204248861443626,0,1,0,0,26.0,0,2,1
447,1,1,34.0,0,0,3.3160025355989236,1,0,0,0,34.0,1,2,2
448,1,3,5.0,2,1,3.0085645861193133,0,0,1,0,15.0,0,0,1
449,1,1,52.0,0,0,3.449987545831587,1,0,0,0,52.0,1,2,4
450,0,2,36.0,1,2,3.3586377672433594,0,0,1,0,72.0,1,2,2
451,0,3,28.0,1,0,3.0429354648621407,0,1,0,0,84.0,1,2,2
452,0,1,30.0,0,0,3.3586377672433594,1,0,0,0,30.0,1,0,2
453,1,1,49.0,1,0,4.500966778400217,0,1,0,0,49.0,1,0,2
454,0,3,28.0,0,0,2.2027647577118348,1,0,0,0,84.0,1,2,2
455,1,3,29.0,0,0,2.1855792552411137,1,0,0,0,87.0,1,0,2
456,0,1,65.0,0,0,3.3160025355989236,1,0,0,0,65.0,1,2,2
457,1,1,28.0,1,0,3.967694202798607,0,1,0,0,28.0,0,2,3
458,1,2,50.0,0,0,2.4423470353692043,1,0,0,0,100.0,0,2,1
459,0,3,28.0,0,0,2.169053700369523,1,0,0,0,84.0,1,1,2
460,1,1,48.0,0,0,3.3160025355989236,1,0,0,0,48.0,1,2,2
461,0,3,34.0,0,0,2.2027647577118348,1,0,0,0,102.0,1,2,2
462,0,1,47.0,0,0,3.676300671907076,1,0,0,0,47.0,1,2,2
463,0,2,48.0,0,0,2.6390573296152584,1,0,0,0,96.0,1,2,2
464,0,3,28.0,0,0,2.2027647577118348,1,0,0,0,84.0,1,2,2
465,0,3,38.0,0,0,2.0856720914304723,1,0,0,0,114.0,1,2,2
466,0,2,28.0,0,0,0.0,1,0,0,0,56.0,1,2,2
467,0,1,56.0,0,0,3.3160025355989236,1,0,0,0,56.0,1,2,2
468,0,3,28.0,0,0,2.1661924680884908,1,0,0,0,84.0,1,1,2
469,1,3,0.75,2,1,3.0085645861193133,0,0,1,0,2.25,0,0,1
470,0,3,28.0,0,0,2.1102132003465894,1,0,0,0,84.0,1,2,2
471,0,3,38.0,0,0,2.2682524139135403,1,0,0,0,114.0,1,2,2
472,1,2,33.0,1,2,3.3586377672433594,0,0,1,0,66.0,0,2,3
473,1,2,23.0,0,0,2.694066212646058,1,0,0,0,46.0,0,0,3
474,0,3,22.0,0,0,2.3830123421066602,1,0,0,0,66.0,0,2,1
475,0,1,28.0,0,0,3.970291913552122,1,0,0,0,28.0,1,2,2
476,0,2,34.0,1,0,3.091042453358316,0,1,0,0,68.0,1,2,2
477,0,3,29.0,1,0,2.0851502161468174,0,1,0,0,87.0,1,2,2
478,0,3,22.0,0,0,2.142510233146819,1,0,0,0,66.0,1,2,2
479,1,3,2.0,0,1,2.586823743668066,0,1,0,0,6.0,0,2,1
480,0,3,9.0,5,2,3.8691155044168695,0,0,0,1,27.0,1,2,0
481,0,2,28.0,0,0,0.0,1,0,0,0,56.0,1,2,2
482,0,3,50.0,0,0,2.2027647577118348,1,0,0,0,150.0,1,2,2
483,1,3,63.0,0,0,2.3596740599781727,1,0,0,0,189.0,0,2,3
484,1,1,25.0,1,0,4.5226490762785785,0,1,0,0,25.0,1,0,2
485,0,3,28.0,3,1,3.275887339030031,0,0,0,1,84.0,0,2,1
486,1,1,35.0,1,0,4.51085950651685,0,1,0,0,35.0,0,2,3
487,0,1,58.0,0,0,3.4242626545931514,1,0,0,0,58.0,1,0,2
488,0,3,30.0,0,0,2.2027647577118348,1,0,0,0,90.0,1,2,2
489,1,3,9.0,1,1,2.8273136219290276,0,0,1,0,27.0,1,2,0
490,0,3,28.0,1,0,3.0429354648621407,0,1,0,0,84.0,1,2,2
491,0,3,21.0,0,0,2.1102132003465894,1,0,0,0,63.0,1,2,2
492,0,1,55.0,0,0,3.449987545831587,1,0,0,0,55.0,1,2,2
493,0,1,71.0,0,0,3.922056501139853,1,0,0,0,71.0,1,0,2
494,0,3,21.0,0,0,2.2027647577118348,1,0,0,0,63.0,1,2,2
495,0,3,28.0,0,0,2.738146075922933,1,0,0,0,84.0,1,0,2
496,1,1,54.0,1,0,4.37281811610993,0,1,0,0,54.0,0,0,1
497,0,3,28.0,0,0,2.7788192719904172,1,0,0,0,84.0,1,2,2
498,0,1,25.0,1,2,5.027492411162679,0,0,1,0,25.0,0,2,3
499,0,3,24.0,0,0,2.174274334826008,1,0,0,0,72.0,1,2,2
500,0,3,17.0,0,0,2.2682524139135403,1,0,0,0,51.0,1,2,2
501,0,3,21.0,0,0,2.169053700369523,1,0,0,0,63.0,0,1,1
502,0,3,28.0,0,0,2.155151800914312,1,0,0,0,84.0,0,1,1
503,0,3,37.0,0,0,2.3596740599781727,1,0,0,0,111.0,0,2,1
504,1,1,16.0,0,0,4.471638793363569,1,0,0,0,16.0,0,2,1
505,0,1,18.0,1,0,4.699570861409576,0,1,0,0,18.0,1,0,2
506,1,2,33.0,0,2,3.295836866004329,0,0,1,0,66.0,0,2,3
507,1,1,28.0,0,0,3.3160025355989236,1,0,0,0,28.0,1,2,2
508,0,3,28.0,0,0,3.1580636854714434,1,0,0,0,84.0,1,2,2
509,1,3,26.0,0,0,4.05171190165724,1,0,0,0,78.0,1,2,2
510,1,3,29.0,0,0,2.169053700369523,1,0,0,0,87.0,1,1,2
511,0,3,28.0,0,0,2.2027647577118348,1,0,0,0,84.0,1,2,2
512,1,1,36.0,0,0,3.3064287218760624,1,0,0,0,36.0,1,2,2
513,1,1,54.0,1,0,4.100989104940769,0,1,0,0,54.0,0,0,3
514,0,3,24.0,0,0,2.139571923732859,1,0,0,0,72.0,1,2,2
515,0,1,47.0,0,0,3.5559421706858756,1,0,0,0,47.0,1,2,2
516,1,2,34.0,0,0,2.4423470353692043,1,0,0,0,68.0,0,2,3
517,0,3,28.0,0,0,3.224857896545748,1,0,0,0,84.0,1,1,2
518,1,2,36.0,1,0,3.295836866004329,0,1,0,0,72.0,0,2,3
519,0,3,32.0,0,0,2.1855792552411137,1,0,0,0,96.0,1,2,2
520,1,1,30.0,0,0,4.548599834499697,1,0,0,0,30.0,0,2,1
521,0,3,22.0,0,0,2.1855792552411137,1,0,0,0,66.0,1,2,2
522,0,3,28.0,0,0,2.1071782966514356,1,0,0,0,84.0,1,0,2
523,1,1,44.0,0,1,4.077184839375167,0,1,0,0,44.0,0,0,3
524,0,3,28.0,0,0,2.1076888046179385,1,0,0,0,84.0,1,0,2
525,0,3,40.5,0,0,2.169053700369523,1,0,0,0,121.5,1,1,2
526,1,2,50.0,0,0,2.4423470353692043,1,0,0,0,100.0,0,2,1
527,0,1,28.0,0,0,5.406181146423973,1,0,0,0,28.0,1,2,2
528,0,3,39.0,0,0,2.188856327665703,1,0,0,0,117.0,1,2,2
529,0,2,23.0,2,1,2.5257286443082556,0,0,1,0,46.0,1,2,2
530,1,2,2.0,1,1,3.295836866004329,0,0,1,0,4.0,0,2,1
531,0,3,28.0,0,0,2.1076888046179385,1,0,0,0,84.0,1,0,2
532,0,3,17.0,1,1,2.1076888046179385,0,0,1,0,51.0,1,0,2
533,1,3,28.0,0,2,3.1509523813392697,0,0,1,0,84.0,0,0,3
534,0,3,30.0,0,0,2.2682524139135403,1,0,0,0,90.0,0,2,1
535,1,2,7.0,0,2,3.305053521109253,0,0,1,0,14.0,0,2,1
536,0,1,45.0,0,0,3.3160025355989236,1,0,0,0,45.0,1,2,4
537,1,1,30.0,0,0,4.676792929661059,1,0,0,0,30.0,0,0,1
538,0,3,28.0,0,0,2.740840023925201,1,0,0,0,84.0,1,2,2
539,1,1,22.0,0,2,3.9219733362813143,0,0,1,0,22.0,0,0,1
540,1,1,36.0,0,2,4.276666119016055,0,0,1,0,36.0,0,2,1
541,0,3,9.0,4,2,3.4742929367327062,0,0,0,1,27.0,0,2,1
542,0,3,11.0,4,2,3.4742929367327062,0,0,0,1,33.0,0,2,1
543,1,2,32.0,1,0,3.295836866004329,0,1,0,0,64.0,1,2,2
544,0,1,50.0,1,0,4.676792929661059,0,1,0,0,50.0,1,0,2
545,0,1,64.0,0,0,3.295836866004329,1,0,0,0,64.0,1,2,2
546,1,2,19.0,1,0,3.295836866004329,0,1,0,0,38.0,0,2,3
547,1,2,28.0,0,0,2.6988412620169004,1,0,0,0,56.0,1,0,2
548,0,3,33.0,1,1,3.0692150503137943,0,0,1,0,99.0,1,2,2
549,1,2,8.0,1,1,3.6309854756950335,0,0,1,0,16.0,1,2,0
550,1,1,17.0,0,2,4.717456363787216,0,0,1,0,17.0,1,0,2
551,0,2,27.0,0,0,3.295836866004329,1,0,0,0,54.0,1,2,2
552,0,3,28.0,0,0,2.17806441028492,1,0,0,0,84.0,1,1,2
553,1,3,22.0,0,0,2.1071782966514356,1,0,0,0,66.0,1,0,2
554,1,3,22.0,0,0,2.1719067693519296,1,0,0,0,66.0,0,2,1
555,0,1,62.0,0,0,3.3160025355989236,1,0,0,0,62.0,1,2,2
556,1,1,48.0,1,0,3.703768066607687,0,1,0,0,48.0,0,0,4
557,0,1,28.0,0,0,5.4316456135398825,1,0,0,0,28.0,1,0,2
558,1,1,39.0,1,1,4.390118804571218,0,0,1,0,39.0,0,2,3
559,1,3,36.0,1,0,2.91235066461494,0,1,0,0,108.0,0,2,3
560,0,3,28.0,0,0,2.169053700369523,1,0,0,0,84.0,1,1,2
561,0,3,40.0,0,0,2.1855792552411137,1,0,0,0,120.0,1,2,2
562,0,2,28.0,0,0,2.6741486494265287,1,0,0,0,56.0,1,2,2
563,0,3,28.0,0,0,2.2027647577118348,1,0,0,0,84.0,1,2,2
564,0,3,28.0,0,0,2.2027647577118348,1,0,0,0,84.0,0,2,1
565,0,3,24.0,2,0,3.224857896545748,0,0,1,0,72.0,1,2,2
566,0,3,19.0,0,0,2.1855792552411137,1,0,0,0,57.0,1,2,2
567,0,3,29.0,0,4,3.0944457464900235,0,0,0,1,87.0,0,2,3
568,0,3,28.0,0,0,2.1076888046179385,1,0,0,0,84.0,1,0,2
569,1,3,32.0,0,0,2.180891922715322,1,0,0,0,96.0,1,2,2
570,1,2,62.0,0,0,2.4423470353692043,1,0,0,0,124.0,1,2,2
571,1,1,53.0,2,0,3.960416900617205,0,0,1,0,53.0,0,2,3
572,1,1,36.0,0,0,3.3100867049215847,1,0,0,0,36.0,1,2,2
573,1,3,28.0,0,0,2.169053700369523,1,0,0,0,84.0,0,1,1
574,0,3,16.0,0,0,2.2027647577118348,1,0,0,0,48.0,1,2,2
575,0,3,19.0,0,0,2.740840023925201,1,0,0,0,57.0,1,2,2
576,1,2,34.0,0,0,2.6390573296152584,1,0,0,0,68.0,0,2,1
577,1,1,39.0,1,0,4.041295341132285,0,1,0,0,39.0,0,2,3
578,0,3,28.0,1,0,2.738146075922933,0,1,0,0,84.0,0,0,3
579,1,3,32.0,0,0,2.188856327665703,1,0,0,0,96.0,1,2,2
580,1,2,25.0,1,1,3.4339872044851463,0,0,1,0,50.0,0,2,1
581,1,1,39.0,1,1,4.717456363787216,0,0,1,0,39.0,0,0,3
582,0,2,54.0,0,0,3.295836866004329,1,0,0,0,108.0,1,2,2
583,0,1,36.0,0,0,3.716616209085536,1,0,0,0,36.0,1,0,2
584,0,3,28.0,0,0,2.2734137156937657,1,0,0,0,84.0,1,0,2
585,1,1,18.0,0,2,4.390118804571218,0,0,1,0,18.0,0,2,1
586,0,2,47.0,0,0,2.772588722239781,1,0,0,0,94.0,1,2,2
587,1,1,60.0,1,1,4.384523514872469,0,0,1,0,60.0,1,0,2
588,0,3,22.0,0,0,2.2027647577118348,1,0,0,0,66.0,1,2,2
589,0,3,28.0,0,0,2.2027647577118348,1,0,0,0,84.0,1,2,2
590,0,3,35.0,0,0,2.094945728215801,1,0,0,0,105.0,1,2,2
591,1,1,52.0,1,0,4.37281811610993,0,1,0,0,52.0,0,0,3
592,0,3,47.0,0,0,2.1102132003465894,1,0,0,0,141.0,1,2,2
593,0,3,28.0,0,2,2.169053700369523,0,0,1,0,84.0,0,1,1
594,0,2,37.0,1,0,3.295836866004329,0,1,0,0,74.0,1,2,2
595,0,3,36.0,1,1,3.224857896545748,0,0,1,0,108.0,1,2,2
596,1,2,28.0,0,0,3.5263605246161616,1,0,0,0,56.0,0,2,1
597,0,3,49.0,0,0,0.0,1,0,0,0,147.0,1,2,2
598,0,3,28.0,0,0,2.1071782966514356,1,0,0,0,84.0,1,0,2
599,1,1,49.0,1,0,4.0592215752427645,0,1,0,0,49.0,1,0,4
600,1,2,24.0,2,1,3.332204510175204,0,0,1,0,48.0,0,2,3
601,0,3,28.0,0,0,2.1855792552411137,1,0,0,0,84.0,1,2,2
602,0,1,28.0,0,0,3.770459441106359,1,0,0,0,28.0,1,2,2
603,0,3,44.0,0,0,2.2027647577118348,1,0,0,0,132.0,1,2,2
604,1,1,35.0,0,0,3.3160025355989236,1,0,0,0,35.0,1,0,2
605,0,3,36.0,1,0,2.806386101823072,0,1,0,0,108.0,1,2,2
606,0,3,30.0,0,0,2.1855792552411137,1,0,0,0,90.0,1,2,2
607,1,1,27.0,0,0,3.449987545831587,1,0,0,0,27.0,1,2,2
608,1,2,22.0,1,2,3.7513658711253766,0,0,1,0,44.0,0,0,3
609,1,1,40.0,0,0,5.039951348430309,1,0,0,0,40.0,0,2,1
610,0,3,39.0,1,5,3.4742929367327062,0,0,0,1,117.0,0,2,3
611,0,3,28.0,0,0,2.0856720914304723,1,0,0,0,84.0,1,2,2
612,1,3,28.0,1,0,2.803360380906535,0,1,0,0,84.0,0,1,1
613,0,3,28.0,0,0,2.169053700369523,1,0,0,0,84.0,1,1,2
614,0,3,35.0,0,0,2.2027647577118348,1,0,0,0,105.0,1,2,2
615,1,2,24.0,1,2,4.189654742026425,0,0,1,0,48.0,0,2,1
616,0,3,34.0,1,1,2.7343675094195836,0,0,1,0,102.0,1,2,2
617,0,3,26.0,1,0,2.8390784635086144,0,1,0,0,78.0,0,2,3
618,1,2,4.0,2,1,3.6888794541139363,0,0,1,0,8.0,0,2,1
619,0,2,26.0,0,0,2.4423470353692043,1,0,0,0,52.0,1,2,2
620,0,3,27.0,1,0,2.737880811060884,0,1,0,0,81.0,1,0,2
621,1,1,42.0,1,0,3.9806942251907276,0,1,0,0,42.0,1,2,2
622,1,3,20.0,1,1,2.817902613071225,0,0,1,0,60.0,1,0,2
623,0,3,21.0,0,0,2.180891922715322,1,0,0,0,63.0,1,2,2
624,0,3,21.0,0,0,2.8390784635086144,1,0,0,0,63.0,1,2,2
625,0,1,61.0,0,0,3.5061818266142577,1,0,0,0,61.0,1,2,2
626,0,2,57.0,0,0,2.5915163848462583,1,0,0,0,114.0,1,1,4
627,1,1,21.0,0,0,4.368919865004903,1,0,0,0,21.0,0,2,1
628,0,3,26.0,0,0,2.1855792552411137,1,0,0,0,78.0,1,2,2
629,0,3,28.0,0,0,2.167143305297764,1,0,0,0,84.0,1,1,2
630,1,1,80.0,0,0,3.4339872044851463,1,0,0,0,80.0,1,2,2
631,0,3,51.0,0,0,2.086193694502369,1,0,0,0,153.0,1,2,2
632,1,1,32.0,0,0,3.449987545831587,1,0,0,0,32.0,1,0,4
633,0,1,28.0,0,0,0.0,1,0,0,0,28.0,1,2,2
634,0,3,9.0,3,2,3.3638415951183864,0,0,0,1,27.0,0,2,1
635,1,2,28.0,0,0,2.6390573296152584,1,0,0,0,56.0,0,2,1
636,0,3,32.0,0,0,2.188856327665703,1,0,0,0,96.0,1,2,2
637,0,2,31.0,1,1,3.305053521109253,0,0,1,0,62.0,1,2,2
638,0,3,41.0,0,5,3.705920919968788,0,0,0,1,123.0,0,2,3
639,0,3,28.0,1,0,2.8390784635086144,0,1,0,0,84.0,1,2,2
640,0,3,20.0,0,0,2.180891922715322,1,0,0,0,60.0,1,2,2
641,1,1,24.0,0,0,4.252771798816619,1,0,0,0,24.0,0,0,1
642,0,3,2.0,3,2,3.3638415951183864,0,0,0,1,6.0,0,2,1
643,1,3,28.0,0,0,4.05171190165724,1,0,0,0,84.0,1,2,2
644,1,3,0.75,2,1,3.0085645861193133,0,0,1,0,2.25,0,0,1
645,1,1,48.0,1,0,4.353230991152628,0,1,0,0,48.0,1,0,2
646,0,3,19.0,0,0,2.1855792552411137,1,0,0,0,57.0,1,2,2
647,1,1,56.0,0,0,3.597312260588446,1,0,0,0,56.0,1,0,4
648,0,3,28.0,0,0,2.145931282948669,1,0,0,0,84.0,1,2,2
649,1,3,23.0,0,0,2.145931282948669,1,0,0,0,69.0,0,2,1
650,0,3,28.0,0,0,2.1855792552411137,1,0,0,0,84.0,1,2,2
651,1,2,18.0,0,1,3.1780538303479458,0,1,0,0,36.0,0,2,1
652,0,3,21.0,0,0,2.2442459824059346,1,0,0,0,63.0,1,2,2
653,1,3,28.0,0,0,2.17806441028492,1,0,0,0,84.0,0,1,1
654,0,3,18.0,0,0,2.0476928433652555,1,0,0,0,54.0,0,1,1
655,0,2,24.0,2,0,4.310799125385514,0,0,1,0,48.0,1,2,2
656,0,3,28.0,0,0,2.1855792552411137,1,0,0,0,84.0,1,2,2
657,0,3,32.0,1,1,2.803360380906535,0,0,1,0,96.0,0,1,3
658,0,2,23.0,0,0,2.6390573296152584,1,0,0,0,46.0,1,2,2
659,0,1,58.0,0,2,4.738607824217808,0,0,1,0,58.0,1,0,2
660,1,1,50.0,2,0,4.902678819257608,0,0,1,0,50.0,1,2,4
661,0,3,40.0,0,0,2.1071782966514356,1,0,0,0,120.0,1,0,2
662,0,1,47.0,0,0,3.2804411805263554,1,0,0,0,47.0,1,2,2
663,0,3,36.0,0,0,2.139571923732859,1,0,0,0,108.0,1,2,2
664,1,3,20.0,1,0,2.188856327665703,0,1,0,0,60.0,1,2,2
665,0,2,32.0,2,0,4.310799125385514,0,0,1,0,64.0,1,2,2
666,0,2,25.0,0,0,2.6390573296152584,1,0,0,0,50.0,1,2,2
667,0,3,28.0,0,0,2.1719067693519296,1,0,0,0,84.0,1,2,2
668,0,3,43.0,0,0,2.2027647577118348,1,0,0,0,129.0,1,2,2
669,1,1,28.0,1,0,3.970291913552122,0,1,0,0,28.0,0,2,3
670,1,2,40.0,1,1,3.6888794541139363,0,0,1,0,80.0,0,2,3
671,0,1,31.0,1,0,3.970291913552122,0,1,0,0,31.0,1,2,2
672,0,2,70.0,0,0,2.4423470353692043,1,0,0,0,140.0,1,2,2
673,1,2,31.0,0,0,2.6390573296152584,1,0,0,0,62.0,1,2,2
674,0,2,28.0,0,0,0.0,1,0,0,0,56.0,1,2,2
675,0,3,18.0,0,0,2.1719067693519296,1,0,0,0,54.0,1,2,2
676,0,3,24.5,0,0,2.2027647577118348,1,0,0,0,73.5,1,2,2
677,1,3,18.0,0,0,2.3833998102837652,1,0,0,0,54.0,0,2,1
678,0,3,43.0,1,6,3.8691155044168695,0,0,0,1,129.0,0,2,3
679,1,1,36.0,0,1,6.240917354759096,0,1,0,0,36.0,1,0,2
680,0,3,28.0,0,0,2.212386825075897,1,0,0,0,84.0,0,1,1
681,1,1,27.0,0,0,4.353230991152628,1,0,0,0,27.0,1,0,2
682,0,3,20.0,0,0,2.3248357019288655,1,0,0,0,60.0,1,2,2
683,0,3,14.0,5,2,3.8691155044168695,0,0,0,1,42.0,1,2,2
684,0,2,60.0,1,1,3.6888794541139363,0,0,1,0,120.0,1,2,2
685,0,2,25.0,1,2,3.7513658711253766,0,0,1,0,50.0,1,0,2
